1
1 449 475 81 115 0

1
1 161 473 108 136 0

0

1
1 1482 470 57 89 0

1
1 1247 469 54 91 0

3
1 1325 485 103 71 1
2 1055 469 55 94 0
3 1434 482 110 75 1

3
1 1220 485 108 74 1
2 909 467 59 104 0
3 1327 482 116 77 1

5
1 1522 475 95 93 1
2 1179 485 119 79 1
3 808 465 67 117 0
4 1410 488 155 77 1
5 1289 481 129 83 1

5
1 1534 476 94 83 1
2 1168 485 134 87 1
3 718 462 77 135 0
4 1414 488 176 84 1
5 1284 481 148 91 1

4
1 1161 485 153 96 1
2 605 457 92 162 0
3 1423 488 204 93 1
4 1283 481 171 100 1

4
1 1147 486 178 106 1
2 451 450 118 204 0
3 1427 489 108 101 1
4 1283 480 198 111 1

4
1 1109 486 206 120 1
2 179 437 166 280 0
3 1408 489 132 112 1
4 1260 480 229 124 1

4
1 1490 473 112 111 1
2 1029 486 237 136 1
3 1345 489 299 124 1
4 1196 479 261 139 1

4
1 1394 472 112 119 1
2 903 486 269 157 1
3 1244 490 329 137 1
4 1091 478 286 157 1

4
1 1217 466 308 176 1
2 692 486 303 188 1
3 1063 490 352 153 1
4 903 478 310 179 1

4
1 980 464 454 191 1
2 373 486 353 240 1
3 815 490 378 174 1
4 634 476 343 214 1

5
1 706 461 484 216 1
2 -40 487 377 349 1
3 1207 483 352 125 1
4 506 491 434 209 1
5 274 473 404 277 1

4
1 293 456 570 264 1
2 880 482 337 129 1
3 1082 472 285 110 1
4 -11 493 575 283 1

3
1 153 443 274 385 1
2 513 482 375 143 1
3 735 471 285 114 1

3
1 92 481 489 176 1
2 640 452 227 94 1
3 394 469 331 129 1

6
1 1023 481 196 60 1
2 211 480 119 233 1
3 1053 482 229 76 1
4 472 449 251 103 1
5 129 466 411 152 1
6 1120 478 295 106 1

9
1 996 480 208 65 1
2 872 482 121 42 1
3 1030 482 250 82 1
4 402 445 279 113 1
5 32 462 405 186 1
6 659 484 59 38 1
7 1108 477 335 120 1
8 1035 479 113 42 1
9 1208 480 349 159 1

9
1 1011 480 228 71 1
2 871 482 128 44 1
3 1051 482 281 92 1
4 350 441 312 126 1
5 257 456 87 238 1
6 647 484 63 40 1
7 1147 476 400 141 1
8 1047 479 118 44 1
9 1288 480 76 199 1

9
1 1027 480 253 77 1
2 873 482 135 47 1
3 1075 482 324 104 1
4 283 435 354 142 1
5 25 445 160 333 1
6 634 484 69 42 1
7 1201 475 401 166 1
8 1059 479 124 46 1
9 1413 478 132 269 1

7
1 1054 479 285 87 1
2 880 482 144 50 1
3 1115 481 383 123 1
4 201 428 409 164 1
5 626 484 75 45 1
6 1298 472 68 215 1
7 1078 479 131 48 1

7
1 1087 478 326 99 1
2 885 482 155 53 1
3 1168 481 473 148 1
4 83 417 487 195 1
5 616 484 81 48 1
6 1463 467 138 306 1
7 1098 478 140 52 1

6
1 1106 478 378 113 1
2 876 482 166 58 1
3 1228 480 54 182 1
4 14 401 478 242 1
5 586 484 88 51 1
6 1104 478 148 55 1

6
1 1132 476 451 134 1
2 864 482 179 63 1
3 1327 478 98 248 1
4 284 374 103 320 1
5 549 484 98 56 1
6 1110 477 158 60 1

5
1 1186 475 453 166 1
2 858 481 197 70 1
3 -1 318 210 484 1
4 513 484 110 61 1
5 1127 477 170 65 1

4
1 1277 471 89 222 1
2 854 481 219 78 1
3 471 484 125 68 1
4 1148 476 185 72 1

4
1 1443 466 178 326 1
2 851 481 244 88 1
3 426 485 144 75 1
4 1175 475 202 80 1

3
1 852 480 277 102 1
2 369 485 170 86 1
3 1211 474 224 90 1

3
1 869 479 320 121 1
2 317 485 201 98 1
3 1273 473 252 102 1

3
1 924 479 378 144 1
2 288 485 239 113 1
3 1389 471 168 119 1

2
1 1044 477 465 178 1
2 312 485 277 131 1

2
1 1272 475 191 234 1
2 396 485 320 152 1

1
1 557 486 347 177 1

2
1 608 481 202 108 1
2 799 486 406 221 1

3
1 892 481 221 121 1
2 1152 487 346 307 1
3 1273 457 209 157 1

1
1 1224 481 266 145 1

0

