1
1 1238 376 282 264 1

1
1 1267 359 215 317 1

1
1 1327 315 265 434 1

1
1 563 465 194 68 1

2
1 607 463 208 74 1
2 1600 312 32 437 1

1
1 658 460 227 81 1

2
1 743 456 248 91 1
2 991 370 653 171 1

2
1 848 452 270 101 1
2 872 367 658 179 1

2
1 1009 447 308 112 1
2 772 364 661 186 1

3
1 179 480 262 80 1
2 1239 440 377 127 1
3 694 361 651 193 1

3
1 251 479 285 88 1
2 1507 438 49 136 1
3 635 357 639 202 1

2
1 346 477 311 97 1
2 594 355 600 208 1

2
1 466 474 339 109 1
2 581 357 525 207 1

2
1 629 471 370 120 1
2 580 360 443 204 1

3
1 1307 469 334 105 1
2 825 467 407 133 1
3 576 367 353 195 1

2
1 1120 461 480 147 1
2 580 374 265 184 1

3
1 855 474 334 106 1
2 1433 463 63 149 1
3 602 381 182 173 1

2
1 636 477 332 103 1
2 606 391 138 157 1

2
1 420 480 332 99 1
2 596 398 127 145 1

2
1 228 482 328 96 1
2 608 406 115 131 1

3
1 617 413 104 119 1
2 977 399 545 186 1
3 -23 427 481 179 1

4
1 -4 487 204 87 1
2 624 418 95 110 1
3 754 405 504 179 1
4 230 421 483 188 1

1
1 509 413 483 198 1

2
1 316 417 471 165 1
2 818 405 520 209 1

3
1 643 432 75 86 1
2 125 422 461 158 1
3 1151 409 483 203 1

6
1 13 482 368 121 1
2 931 438 333 145 1
3 1217 452 143 117 1
4 649 436 69 79 1
5 -48 427 447 152 1
6 1473 401 80 214 1

5
1 271 479 374 127 1
2 685 443 313 138 1
3 1074 454 133 115 1
4 651 439 65 74 1
5 108 432 113 145 1

4
1 544 475 372 133 1
2 471 448 311 132 1
3 936 457 128 111 1
4 654 442 60 68 1

5
1 844 471 388 140 1
2 275 452 308 126 1
3 804 459 128 108 1
4 656 445 56 64 1
5 1068 473 354 111 1

6
1 1162 466 445 148 1
2 81 456 307 121 1
3 679 461 127 106 1
4 655 447 53 60 1
5 807 477 322 106 1
6 -31 487 410 124 1

6
1 1487 466 66 148 1
2 -5 459 211 118 1
3 570 463 126 103 1
4 654 449 51 56 1
5 571 480 318 101 1
6 268 483 405 130 1

5
1 1259 463 342 121 1
2 466 464 126 102 1
3 651 451 52 53 1
4 355 483 316 97 1
5 595 479 399 136 1

5
1 966 466 348 118 1
2 367 466 125 99 1
3 648 453 51 50 1
4 157 485 312 94 1
5 934 475 430 141 1

5
1 683 470 324 112 1
2 268 468 124 97 1
3 642 454 52 48 1
4 -27 487 308 91 1
5 1270 476 37 140 1

5
1 429 474 324 107 1
2 172 469 124 95 1
3 637 456 52 45 1
4 14 489 92 88 1
5 1600 472 29 128 1

2
1 203 477 324 103 1
2 81 471 122 93 1

1
1 6 480 321 99 1

0

2
1 1032 426 423 157 1
2 49 425 404 180 1

2
1 797 431 390 150 1
2 331 417 409 191 1

2
1 563 436 376 144 1
2 645 409 411 202 1

