0

0

0

0

0

0

1
1 -24 482 309 126 1

1
1 176 478 410 129 1

3
1 535 473 385 131 1
2 68 434 333 153 1
3 375 487 197 64 1

3
1 934 468 402 134 1
2 225 431 425 155 1
3 486 486 154 56 1

4
1 1293 465 342 133 1
2 501 426 399 159 1
3 560 485 119 49 1
4 -1 375 516 234 1

3
1 808 422 410 160 1
2 605 485 90 44 1
3 218 369 624 244 1

4
1 1090 418 449 161 1
2 629 485 66 39 1
3 605 362 637 247 1
4 -1 488 267 97 1

4
1 1324 420 73 156 1
2 635 484 53 37 1
3 1012 364 560 242 1
4 200 484 343 101 1

4
1 65 405 470 159 1
2 639 484 50 34 1
3 1365 357 96 247 1
4 513 481 323 102 1

3
1 189 408 432 151 1
2 642 484 47 33 1
3 763 478 324 103 1

2
1 315 411 375 141 1
2 1057 474 352 105 1

3
1 334 478 318 106 1
2 423 415 308 131 1
3 1332 471 302 107 1

2
1 643 474 298 107 1
2 512 419 235 121 1

2
1 941 470 311 109 1
2 586 423 171 112 1

2
1 1214 466 353 112 1
2 626 428 125 102 1

4
1 1477 466 75 109 1
2 664 432 81 94 1
3 125 486 342 98 1
4 57 421 236 308 0

3
1 670 436 74 86 1
2 465 482 322 100 1
3 148 420 229 309 0

3
1 675 440 68 79 1
2 799 478 321 102 1
3 239 418 223 312 0

4
1 684 443 63 73 1
2 1107 474 356 105 1
3 58 455 219 292 0
4 332 416 215 314 0

4
1 687 445 59 69 1
2 1362 475 52 102 1
3 136 454 218 297 0
4 436 415 208 316 0

4
1 19 479 386 115 1
2 689 448 56 64 1
3 226 452 216 304 0
4 554 413 198 318 0

4
1 332 475 366 117 1
2 691 450 52 60 1
3 352 450 212 309 0
4 646 411 191 319 0

6
1 701 470 356 119 1
2 693 452 48 56 1
3 395 478 76 46 1
4 482 447 207 316 0
5 466 470 78 56 1
6 739 410 183 320 0

6
1 1059 465 389 122 1
2 694 454 45 52 1
3 393 478 76 47 1
4 599 447 194 309 0
5 465 470 78 56 1
6 792 409 178 320 0

6
1 1445 464 67 122 1
2 694 456 42 48 1
3 391 478 77 47 1
4 722 446 183 304 0
5 465 470 78 56 1
6 859 408 175 321 0

5
1 695 457 40 46 1
2 389 478 78 47 1
3 807 445 177 304 0
4 465 470 78 56 1
5 979 406 180 324 0

5
1 696 459 38 43 1
2 389 478 78 47 1
3 902 443 173 306 0
4 465 470 78 56 1
5 1068 401 199 340 0

5
1 698 460 36 41 1
2 390 478 77 47 1
3 998 442 175 306 0
4 465 470 78 56 1
5 1146 400 212 341 0

5
1 699 461 34 39 1
2 390 478 77 47 1
3 1106 440 186 309 0
4 465 470 78 56 1
5 1254 397 231 346 0

5
1 700 462 32 37 1
2 390 478 77 47 1
3 1211 438 203 312 0
4 465 470 78 56 1
5 1365 395 251 350 0

5
1 701 463 34 35 1
2 389 478 78 47 1
3 1319 437 219 315 0
4 465 470 78 56 1
5 1478 396 67 348 0

4
1 700 463 32 35 1
2 389 478 77 47 1
3 1416 435 229 314 0
4 465 470 78 56 1

4
1 700 464 29 33 1
2 388 478 78 47 1
3 1515 436 57 315 0
4 465 470 78 56 1

4
1 700 465 28 32 1
2 388 478 77 47 1
3 1600 439 31 287 0
4 465 470 78 56 1

2
1 387 478 78 47 1
2 465 470 78 56 1

