40
1  52  1542800847.948119
1526.534582 1212.924548 2.967135
1  1523.059993 1222.537745 1.169000  0.946993 0.698595 1.855000  -2.303674
2  1515.034094 1208.977971 1.437000  0.693070 1.478484 1.869000  1.276226
3  1500.788330 1206.844594 1.208000  1.901742 4.741447 2.112000  0.812364
4  1541.305524 1242.040882 2.190000  0.634727 0.555898 1.979000  -1.417895
5  1496.608059 1239.715609 1.413000  0.884703 0.514749 1.752000  -1.909194
6  1511.438739 1234.286338 0.850000  0.777018 0.599347 1.603000  2.723630
7  1521.177661 1231.915065 1.057000  0.699025 0.628064 1.714000  -0.427458
8  1536.345874 1225.816077 1.538000  0.572559 1.784573 0.953000  -0.132090
9  1538.927088 1211.136439 0.369000  2.111055 5.069580 2.037000  3.000359
10  1514.438061 1235.320420 1.024000  0.839160 0.740940 1.879000  2.683390
11  1523.320173 1238.483280 0.995000  1.886482 4.461408 1.622000  -2.001627
12  1518.858900 1230.051334 1.057000  0.744714 0.660349 1.714000  -0.272884
13  1500.075858 1241.167661 1.249000  0.781822 0.698115 1.876000  1.795899
14  1516.388636 1232.957508 0.957000  0.545890 0.550459 1.714000  2.729864
15  1524.008581 1223.169068 1.050000  0.697005 0.535694 1.643000  -2.410942
16  1489.072110 1226.939507 2.122000  0.787601 0.782954 1.883000  -0.356680
17  1528.718607 1274.254929 2.588000  3.472191 12.890554 4.593000  -1.596787
18  1500.628172 1253.625039 1.630000  0.644444 0.599700 1.876000  -1.965043
19  1517.567604 1214.433530 1.125000  1.828262 4.280746 1.850000  -3.162413
20  1520.653990 1240.398785 1.082000  1.808499 4.875830 1.577000  -1.954400
21  1526.443520 1231.843022 1.361000  0.723294 0.387792 1.714000  1.054637
22  1496.529646 1237.123834 1.223000  0.721272 0.500919 1.656000  -1.960879
23  1502.800419 1214.382505 0.765000  0.634982 0.420944 1.784000  2.784988
24  1509.485827 1234.031445 0.905000  0.658101 0.782065 2.043000  2.794077
25  1512.409546 1233.815430 0.873000  0.554177 0.613059 1.776000  2.776859
26  1494.684953 1200.401829 1.202000  1.877482 4.789177 1.525000  1.270759
27  1490.553864 1216.163436 0.920000  1.802519 4.491856 1.526000  1.090259
28  1540.293191 1247.234215 1.922000  0.621636 0.605917 1.643000  -1.524986
