4
1 104 446 254 130 1
2 616 399 453 460 1
3 230 411 311 144 1
4 435 465 121 167 0

5
1 12 428 162 288 0
2 101 446 256 131 1
3 598 404 447 433 1
4 228 410 312 145 1
5 477 466 118 162 0

5
1 -25 427 259 294 0
2 98 446 257 131 1
3 578 409 441 408 1
4 225 410 313 145 1
5 520 466 115 159 0

5
1 -2 425 265 304 0
2 89 446 259 132 1
3 553 411 441 395 1
4 217 409 316 147 1
5 537 466 114 158 0

4
1 -45 421 286 324 0
2 69 445 265 135 1
3 516 413 440 385 1
4 203 408 321 149 1

4
1 53 414 96 360 0
2 36 443 274 142 1
3 461 412 446 389 1
4 178 406 332 153 1

3
1 -14 441 288 150 1
2 353 409 495 407 1
3 142 402 347 161 1

3
1 48 437 182 162 1
2 209 403 538 440 1
3 100 397 368 170 1

5
1 -5 433 188 176 1
2 -3 398 617 467 1
3 556 483 215 70 1
4 58 392 389 180 1
5 608 463 132 188 0

5
1 -46 429 193 191 1
2 -39 393 434 491 1
3 556 483 226 74 1
4 29 386 410 192 1
5 638 461 144 205 0

4
1 -7 425 187 204 1
2 616 483 235 78 1
3 75 381 418 202 1
4 749 459 157 224 0

4
1 -18 424 328 210 1
2 757 483 247 83 1
3 219 377 411 210 1
4 954 456 179 252 0

5
1 221 422 306 215 1
2 979 483 273 91 1
3 344 480 340 124 1
4 442 372 406 220 1
5 1302 451 229 300 0

5
1 497 419 305 228 1
2 78 436 127 259 1
3 1292 483 341 108 1
4 618 480 350 133 1
5 715 361 433 242 1

7
1 815 409 355 264 1
2 549 471 170 89 1
3 172 440 254 236 1
4 724 483 235 102 1
5 466 474 112 69 1
6 945 480 418 156 1
7 1048 336 543 293 1

9
1 1174 383 244 355 1
2 856 470 183 96 1
3 841 448 138 93 1
4 466 448 207 195 1
5 1047 483 286 119 1
6 773 474 112 71 1
7 1332 480 140 141 1
8 1455 358 153 249 1
9 697 479 87 54 1

6
1 1105 469 225 110 1
2 1081 444 160 104 1
3 659 452 193 174 1
4 1349 483 258 152 1
5 1008 473 128 78 1
6 928 479 94 57 1

5
1 1221 466 280 129 1
2 1181 440 186 115 1
3 712 455 162 159 1
4 1098 472 148 87 1
5 1010 479 105 61 1

6
1 1333 462 211 158 1
2 1265 434 223 131 1
3 745 457 147 148 1
4 1177 470 177 99 1
5 1004 475 51 65 1
6 1074 478 120 69 1

6
1 1472 464 145 141 1
2 1351 426 277 152 1
3 759 458 137 140 1
4 1253 468 221 116 1
5 1085 473 66 81 1
6 1133 477 141 78 1

5
1 1447 416 198 179 1
2 775 459 131 134 1
3 1341 465 281 138 1
4 1186 470 90 105 1
5 1190 476 167 89 1

4
1 791 461 125 126 1
2 1469 466 126 131 1
3 1373 463 165 160 1
4 1263 475 213 106 1

4
1 944 485 34 23 1
2 805 462 119 121 1
3 1010 484 48 28 1
4 1359 473 157 133 1

3
1 966 485 40 27 1
2 816 463 113 115 1
3 1041 484 56 31 1

3
1 990 485 48 32 1
2 826 463 109 112 1
3 1076 484 66 36 1

4
1 981 454 70 56 1
2 1010 485 60 38 1
3 819 464 106 108 1
4 1106 484 81 42 1

4
1 990 450 85 63 1
2 1044 485 79 48 1
3 814 465 103 104 1
4 1152 483 104 52 1

4
1 1003 446 101 71 1
2 1095 486 112 61 1
3 814 465 99 101 1
4 1223 483 143 65 1

4
1 1025 440 122 82 1
2 1194 487 181 88 1
3 811 466 96 97 1
4 1345 483 220 89 1

4
1 1053 432 152 97 1
2 1395 488 221 155 1
3 812 467 93 94 1
4 633 476 23 54 0

3
1 1093 420 203 120 1
2 811 467 90 92 1
3 603 475 28 63 0

3
1 1152 398 300 161 1
2 807 467 89 90 1
3 559 474 35 74 0

3
1 1246 355 301 241 1
2 807 468 87 88 1
3 491 471 46 93 0

4
1 1424 377 180 200 1
2 806 468 86 87 1
3 375 466 69 127 0
4 1038 483 27 35 1

3
1 804 468 86 86 1
2 129 457 123 196 0
3 1081 483 36 42 1

3
1 798 468 86 86 1
2 1148 482 51 56 1
3 1000 480 58 42 1

3
1 789 468 86 86 1
2 1267 482 88 82 1
3 1041 479 81 55 1

2
1 784 468 85 86 1
2 1117 477 131 80 1

2
1 788 468 85 86 1
2 1303 471 286 146 1

1
1 792 468 85 86 1

