5
1 399 474 168 119 1
2 53 421 97 95 1
3 651 474 215 123 1
4 27 476 69 51 1
5 868 501 338 325 1

5
1 454 472 223 155 1
2 53 421 97 95 1
3 312 484 81 54 1
4 716 473 262 144 1
5 27 476 69 51 1

5
1 531 466 336 229 1
2 53 421 97 95 1
3 330 485 91 60 1
4 802 471 333 174 1
5 26 476 70 51 1

5
1 686 451 670 433 1
2 53 421 97 95 1
3 353 485 105 69 1
4 932 467 458 228 1
5 26 476 70 51 1

5
1 353 483 57 37 1
2 1085 447 370 486 1
3 53 421 97 95 1
4 382 485 125 81 1
5 26 476 70 51 1

4
1 367 483 64 41 1
2 53 421 97 95 1
3 419 485 160 101 1
4 26 476 70 51 1

4
1 384 483 72 45 1
2 52 421 97 95 1
3 475 486 220 133 1
4 26 476 70 51 1

4
1 406 483 81 51 1
2 51 421 97 95 1
3 564 487 340 201 1
4 26 476 71 51 1

5
1 432 483 95 58 1
2 50 421 97 95 1
3 749 488 733 406 1
4 352 484 54 36 1
5 26 476 71 51 1

4
1 465 484 114 66 1
2 48 421 97 95 1
3 359 484 60 39 1
4 25 476 71 50 1

4
1 500 484 138 77 1
2 40 421 98 95 1
3 365 484 67 42 1
4 12 476 73 51 1

4
1 553 484 177 96 1
2 31 422 98 94 1
3 374 484 75 47 1
4 4 476 73 50 1

4
1 643 484 245 126 1
2 34 422 96 94 1
3 395 484 86 52 1
4 7 476 73 50 1

4
1 788 484 387 182 1
2 34 423 96 92 1
3 418 484 99 58 1
4 7 477 74 49 1

4
1 1045 484 561 334 1
2 34 423 95 92 1
3 446 484 115 66 1
4 8 477 73 48 1

3
1 34 423 94 92 1
2 483 484 135 76 1
3 8 477 73 48 1

3
1 32 424 93 91 1
2 528 484 164 88 1
3 7 477 73 48 1

3
1 18 424 92 91 1
2 575 484 226 106 1
3 -9 477 73 48 1

3
1 2 425 91 89 1
2 655 484 305 127 1
3 -33 477 75 48 1

4
1 307 479 26 43 1
2 9 426 88 87 1
3 804 484 399 148 1
4 -33 477 75 48 1

4
1 305 479 30 48 1
2 6 428 86 85 1
3 1038 485 483 169 1
4 -38 477 75 47 1

3
1 295 478 36 53 1
2 -12 428 85 84 1
3 -37 477 53 46 1

3
1 252 477 44 62 1
2 -34 430 52 81 1
3 1562 485 86 171 1

2
1 210 476 54 74 1
2 -39 437 39 70 1

1
1 216 475 66 88 1

2
1 267 473 82 107 1
2 -28 440 28 66 1

1
1 338 470 108 136 1

2
1 457 464 163 194 1
2 -35 442 44 63 1

2
1 692 450 317 338 1
2 -37 438 66 69 1

3
1 -19 440 69 66 1
2 43 480 53 38 1
3 71 483 97 56 1

3
1 -45 441 116 65 1
2 49 480 56 41 1
3 94 483 108 63 1

3
1 -19 442 116 63 1
2 54 480 65 44 1
3 120 483 124 72 1

3
1 7 444 115 60 1
2 60 479 75 50 1
3 154 483 145 85 1

3
1 33 445 115 58 1
2 74 479 83 55 1
3 189 483 179 105 1

4
1 60 446 113 57 1
2 90 478 95 63 1
3 49 488 54 31 1
4 240 483 234 136 1

3
1 115 478 111 71 1
2 54 489 59 33 1
3 312 482 354 200 1

3
1 147 477 133 84 1
2 59 489 67 37 1
3 456 482 683 375 1

3
1 191 475 166 103 1
2 65 490 77 40 1
3 892 481 374 441 1

2
1 246 473 218 132 1
2 80 491 84 46 1

2
1 334 469 317 184 1
2 92 492 95 55 1

