1 0 1533151603.547590

2 0 1533151604.048025

3 17 1533151604.547893
3  617.784931 1649.569287 0.652533 -0.981287 0.743536 0.204471 -0.160586 0.124422 0.032177 0.592073 0.736805 1.752000 2.677562 -0.009856
4  636.446116 1675.466099 -0.172406 1.195860 0.832490 -0.086260 0.245014 0.099905 -0.025460 1.068736 1.062976 2.000000 1.054556 -0.032909
5  621.279314 1625.255063 0.187734 -1.251482 0.935077 0.193775 -0.249991 0.115351 0.033511 0.592843 1.099280 1.975000 2.510237 0.002814
7  599.179006 1641.545522 1.029000 1.045500 -0.188938 0.000000 0.216471 -0.011727 0.000000 0.554094 0.596606 1.929000 -0.373242 -0.013245
8  621.216612 1646.389399 0.560533 -0.921846 0.141187 0.204471 -0.132186 -0.003074 0.032177 0.786364 0.505990 1.761000 2.721051 0.020215
9  620.885811 1623.698762 -0.008440 1.190331 -1.094195 -0.068217 0.220565 -0.196165 -0.010797 0.590440 0.663039 1.890000 -0.644812 -0.020963
11  626.798268 1619.920668 -0.055173 -0.282258 0.991090 0.236237 -0.071179 0.042117 0.030032 0.562971 0.419871 1.605680 2.254843 0.056674
12  640.816354 1643.338789 -0.236598 -0.064903 0.150346 0.152785 0.041453 0.045434 0.040979 0.673548 0.545494 1.807000 1.432297 0.045406
13  602.602254 1627.353427 0.173843 0.654127 0.618367 -0.220784 0.178854 0.086950 -0.060486 0.536591 0.488815 1.882290 1.026920 -0.000792
14  631.491620 1636.796261 0.221985 -0.309147 -0.075358 0.106057 -0.078201 0.018417 0.013611 0.659561 0.737415 1.877000 -2.733594 -0.000137
16  651.919568 1624.815717 -0.149706 0.623015 -0.194472 0.097054 0.084192 0.042622 0.010526 0.685455 0.753336 1.711000 -0.561687 -0.034647
17  581.055536 1669.120828 1.618636 -0.744500 0.268040 0.124319 -0.093171 0.033845 0.019564 0.890767 1.126603 2.211000 2.599086 -0.013410
18  598.801695 1640.638079 1.036641 0.792241 -0.708263 0.057520 0.152334 -0.086237 0.012131 0.678465 0.590377 1.891000 -0.491984 0.011079
19  636.518083 1681.331846 0.014408 -0.521466 1.225852 0.114436 -0.071078 0.278759 0.007847 0.876836 1.243181 2.083000 1.039589 0.075499
21  639.902610 1605.252011 -0.006798 -0.571352 -1.445152 0.006205 -0.134186 -0.248249 -0.013022 0.717131 0.912887 1.835000 -0.734872 0.012274
22  631.907445 1644.565697 -0.459000 0.139399 -0.306967 0.000000 0.015407 -0.058561 0.000000 0.799138 0.775150 1.520000 0.974127 -0.005589
23  637.235175 1637.437890 -0.046111 -0.397463 0.788658 -0.090773 -0.073384 0.115083 -0.023522 0.673732 0.750000 1.950000 2.404140 -0.002845

4 24 1533151605.047769
3  617.254283 1649.972053 0.762783 -1.061560 0.805732 0.220556 -0.160586 0.124422 0.032177 0.592073 0.736805 1.752000 2.672635 -0.009856
4  636.955759 1675.579019 -0.040664 1.138094 0.486392 0.119704 0.190326 -0.020257 0.040893 1.057529 1.039482 2.000000 1.020463 -0.043538
5  620.524575 1625.603268 0.285225 -1.456921 0.814090 0.201178 -0.274408 0.061147 0.030675 0.662794 1.101574 1.975000 2.453130 -0.032437
7  600.084668 1641.601695 1.158515 1.550670 -0.009505 0.156292 0.336913 0.044493 0.047421 0.591624 0.593769 1.929000 -0.432244 -0.044802
8  620.776188 1646.891558 0.714142 -0.923464 0.661391 0.272879 -0.112628 0.155228 0.048052 0.790416 0.500165 1.761000 2.547036 -0.090708
9  621.375495 1623.336312 0.119883 1.106966 -0.910442 0.125645 0.161818 -0.110660 0.049661 0.615045 0.674065 1.890000 -0.664479 -0.026499
11  626.803994 1620.096563 0.104595 -0.119200 0.613854 0.292489 -0.010910 -0.078728 0.042545 0.543873 0.448834 1.600976 2.265910 0.046274
12  640.158112 1643.945541 -0.005805 -0.811865 0.800863 0.347259 -0.191471 0.235917 0.093769 0.571680 0.477301 1.761700 0.786686 -0.357216
13  602.949808 1628.084772 0.381334 0.714426 1.145148 0.150792 0.170023 0.233593 0.061427 0.462724 0.473336 1.872903 1.064830 0.022285
14  631.289744 1637.145758 0.288416 -0.381786 0.395508 0.124946 -0.088380 0.158489 0.017277 0.641122 0.738016 1.877000 -2.670827 0.037718
16  652.012811 1624.105799 -0.270032 0.373220 -0.933728 -0.106898 -0.004315 -0.188003 -0.052913 0.536033 0.701778 1.602100 -0.682307 -0.095899
17  580.427397 1669.215746 1.785249 -1.071885 0.227606 0.254267 -0.178372 0.016443 0.056024 0.996210 1.135145 2.211000 2.571916 -0.025741
18  599.456245 1640.324512 1.132815 1.134434 -0.676523 0.141287 0.233055 -0.063527 0.035707 0.676819 0.614561 1.891000 -0.444635 0.036268
19  638.125520 1681.927832 0.036814 1.718774 1.260881 0.074000 0.619415 0.247108 -0.005612 0.830841 1.155797 2.083000 1.048852 0.058343
21  641.027204 1605.161673 0.066455 1.123077 -0.722380 0.089258 0.399956 0.008546 0.014136 0.641730 0.740299 1.835000 -0.684147 0.038714
22  631.711159 1644.693346 -0.293221 -0.178502 0.020628 0.200053 -0.083384 0.049716 0.060698 0.756250 0.770087 1.520000 0.978628 -0.001194
23  636.859675 1637.706282 0.128306 -0.625393 0.659628 0.169796 -0.131410 0.058479 0.059105 0.652901 0.787887 1.950000 2.429457 0.013264
24  636.125745 1637.028875 0.044123 -0.061899 0.615189 0.239866 0.039918 0.105004 0.045485 0.668944 0.610430 1.778000 2.423924 -0.033061
26  660.418633 1613.528184 -0.117253 0.115418 -0.527372 0.045525 0.087956 -0.127217 0.006976 1.842101 5.222241 1.672000 -1.792902 0.052791
28  626.510558 1618.973955 -0.000647 -0.324393 1.039879 0.233256 -0.047799 0.194114 0.038227 0.365701 0.405975 1.622000 2.090648 0.011334
29  602.400298 1628.260980 0.487033 -0.175007 0.953496 0.061900 -0.036426 0.120508 0.012260 0.390497 0.470549 1.926990 1.091995 0.032672
31  624.388064 1621.884590 -0.016320 -0.805344 1.049627 0.102577 -0.180598 0.167831 0.016195 0.592798 0.832160 1.794000 2.277971 -0.046776
32  669.776540 1603.959027 -0.300271 -1.127892 -1.495786 0.081461 -0.227605 -0.357776 0.025865 2.068436 4.648782 1.629000 2.483784 0.065358
35  622.726845 1622.072087 0.091853 0.549644 -0.743474 0.107437 0.068195 -0.122390 0.029213 0.650685 0.690272 1.849000 -0.762633 0.008205

5 27 1533151605.548192
3  616.682840 1650.406417 0.881212 -1.141920 0.867995 0.236658 -0.160586 0.124422 0.032177 0.592073 0.736805 1.752000 2.667702 -0.009856
4  637.299628 1676.473492 0.089143 0.909492 1.253689 0.210861 0.072341 0.262983 0.066648 1.086982 1.084567 2.000000 0.981036 -0.054945
5  619.807806 1625.956140 0.458307 -1.498237 0.761952 0.293219 -0.239431 0.031003 0.058615 0.681398 1.062761 1.975000 2.374386 -0.072860
7  600.794193 1641.061528 1.317601 1.540549 -0.634824 0.261776 0.271801 -0.191439 0.077206 0.650875 0.596003 1.929000 -0.480884 -0.061756
8  620.257031 1647.328543 0.869827 -1.013985 0.818618 0.305335 -0.125074 0.184209 0.051116 0.772718 0.505742 1.761000 2.406143 -0.152463
9  622.051096 1623.051531 0.289431 1.284067 -0.730581 0.262153 0.196839 -0.024957 0.090340 0.641072 0.621632 1.890000 -0.726154 -0.057806
11  626.577545 1620.504739 0.182990 -0.319055 0.717474 0.220618 -0.081733 -0.026623 0.008603 0.562913 0.556392 1.597683 2.269006 0.033302
12  640.068614 1644.098821 0.227968 -0.475533 0.555681 0.437447 -0.034028 0.103579 0.109532 0.530147 0.441042 1.729990 0.423655 -0.476374
13  603.349901 1628.716327 0.472176 0.799509 1.262044 0.181531 0.170023 0.233593 0.061427 0.462724 0.473336 1.872903 1.075981 0.022285
14  630.930204 1637.013772 0.378210 -0.599420 0.036902 0.160774 -0.151557 -0.001056 0.027181 0.630231 0.741539 1.877000 -2.479136 0.149469
16  652.295014 1623.407131 -0.130571 0.486318 -1.247932 0.112871 0.037388 -0.267648 0.036184 0.471444 0.634786 1.525870 -0.779476 -0.127775
17  579.846333 1669.333764 1.926520 -1.161147 0.235835 0.282303 -0.178372 0.016443 0.056024 0.996210 1.135145 2.211000 2.559035 -0.025741
18  600.087000 1640.009560 1.260125 1.256624 -0.661506 0.215631 0.235082 -0.046474 0.056282 0.667828 0.615926 1.891000 -0.479997 0.001665
19  639.140750 1682.620687 0.072440 2.028744 1.384540 0.071192 0.619415 0.247108 -0.005612 0.830841 1.155797 2.083000 1.078047 0.058343
21  641.561464 1604.919545 0.233632 1.170475 -0.578112 0.238403 0.344688 0.059197 0.065540 0.726986 0.731921 1.835000 -0.721762 0.001775
22  632.035608 1645.026685 -0.034665 0.294775 0.413483 0.400152 0.104246 0.183780 0.122533 0.795986 0.820855 1.520000 0.975531 -0.002810
23  636.396694 1638.369735 0.366184 -0.829914 1.066522 0.363010 -0.181965 0.196060 0.118722 0.582317 0.785987 1.950000 2.476457 0.039364
24  635.516843 1637.756239 0.238119 -0.751209 1.142119 0.338115 -0.175336 0.248970 0.068394 0.670580 0.603920 1.778000 2.432781 -0.017754
26  660.520271 1613.705855 0.015169 0.183865 -0.061760 0.169635 0.094868 0.022513 0.041099 1.812394 5.234274 1.672000 -1.946481 -0.045860
28  626.364364 1619.163015 0.157907 -0.314400 0.678661 0.291298 -0.037507 0.055012 0.050036 0.438441 0.450143 1.622000 2.178757 0.061011
29  602.303599 1628.768309 0.521080 -0.193235 1.013801 0.068036 -0.036426 0.120508 0.012260 0.390497 0.470549 1.926990 1.108345 0.032672
31  624.009499 1622.098827 0.157325 -0.811663 0.707686 0.253350 -0.155089 0.038570 0.059492 0.678866 0.814101 1.794000 2.295500 -0.022108
32  670.386200 1605.021536 -0.039194 0.134481 0.449961 0.333458 0.161737 0.243318 0.093493 2.206305 4.640112 1.629000 2.403223 0.003279
35  623.190404 1621.456742 0.224671 0.790584 -1.061261 0.208604 0.130959 -0.200245 0.055478 0.651568 0.699639 1.849000 -0.820695 -0.029257
