1 0 1532402927.647951

2 0 1532402928.147847

3 61 1532402928.698048
3  353.763968 1131.730033 0.639485 0.330092 -0.551941 0.030175 0.147369 0.068916 0.004732 2.399128 4.714884 1.573000 -0.471704 -0.054546
4  376.757086 1159.855333 1.019125 0.857756 0.999728 0.066078 0.149464 0.108086 0.010496 0.713153 0.800355 1.637000 1.122576 0.006279
5  409.939568 1197.280318 0.752577 0.242743 0.401087 0.078665 0.068493 0.052387 0.012495 0.447288 0.313026 0.794000 -2.046538 -0.019095
6  372.390477 1129.310297 0.650013 0.610838 0.274277 -0.008979 0.177071 0.036014 0.000113 0.784317 0.769133 1.717160 -0.286319 -0.001547
7  378.500641 1149.640213 0.833000 -0.265044 -1.111273 0.000000 -0.063260 -0.076936 0.000000 0.757555 0.652680 1.839000 -2.007893 0.000335
9  394.845268 1122.034359 0.581518 -1.111807 0.057159 0.054866 -0.213002 -0.018032 0.008552 0.577991 0.721729 1.609000 3.109814 -0.022132
10  394.990533 1158.729818 0.551784 0.288199 0.071031 0.052364 0.047432 0.031248 0.008248 2.058346 0.629036 1.149000 -0.456927 -0.020289
11  408.424989 1190.965213 0.811150 -0.489222 0.097226 0.064060 -0.114289 0.016865 0.010245 1.778863 0.608315 1.055000 -0.444863 -0.012311
12  416.154370 1193.905010 1.112780 -1.180302 0.386671 0.106876 -0.218635 0.067177 0.018722 1.080706 0.898549 1.670000 2.825163 0.018518
13  423.124115 1166.307609 1.109000 -0.169968 -0.831300 0.000000 -0.032782 -0.134962 0.000000 0.956426 0.861592 1.835000 -1.864175 -0.015796
14  357.142504 1144.174806 0.773973 0.809842 -0.073863 -0.036761 0.092862 0.031312 -0.005713 0.858180 0.705996 1.835000 -0.340617 0.039716
16  394.052208 1156.434578 0.526656 0.167396 -0.183463 0.029448 0.034571 0.011347 0.004747 2.053811 0.648618 1.131000 -0.356504 0.013013
17  393.258467 1148.047652 0.789289 0.152620 -0.952258 0.039332 0.100922 -0.133490 0.006248 1.771287 4.035973 1.631000 -2.005462 0.002104
18  372.991422 1128.928551 0.813927 -0.204267 -0.289302 0.129679 -0.006649 -0.022032 0.018813 0.915858 1.329424 1.716840 -0.147425 0.085247
19  409.927637 1164.094483 1.623000 -0.049323 -0.396170 0.000000 -0.025861 -0.062941 0.000000 2.909511 10.152880 3.595000 -1.896246 0.011538
20  392.361070 1104.042891 1.097724 0.595389 -0.226527 0.051298 -0.037737 0.052399 0.008044 2.037223 5.098282 2.170000 2.830652 0.056720
21  391.041639 1119.099678 0.981967 -0.306766 -0.251290 -0.024691 -0.095390 0.052608 -0.003821 0.642308 0.578474 1.835000 -2.076906 -0.008016
22  387.394529 1143.991133 0.572629 0.476521 0.481504 0.053047 0.069521 0.008395 0.008496 1.862633 0.757037 0.962000 -0.346915 0.034087
23  392.571950 1153.056361 0.518289 0.277779 -0.193290 0.039332 0.062247 -0.048537 0.006248 2.006093 0.885563 1.100000 -0.390356 0.025535
24  396.437828 1164.634844 0.476289 0.405239 -0.247571 0.039332 0.111105 0.007043 0.006248 1.911506 0.841194 1.245000 -0.392217 -0.005371
25  401.168828 1173.532663 0.570811 -0.204075 0.372906 0.112846 -0.031339 0.076340 0.024905 0.456288 0.368295 0.720000 -1.183520 0.022656
26  398.975081 1168.125917 0.586519 0.436230 0.338244 0.032594 0.144407 0.044118 0.005247 2.008033 0.768660 1.092000 -0.411563 0.006048
29  383.773682 1208.334076 1.978509 1.026810 -2.136068 0.080238 0.210518 -0.507203 0.012745 0.852217 0.826853 1.749000 -1.034443 0.012071
30  386.868002 1141.645190 0.570085 -0.030345 -0.189149 0.022471 -0.073294 -0.093458 0.003500 1.937325 0.907126 0.921000 -0.386193 -0.003288
31  410.520722 1166.300467 2.295000 -0.205797 0.251998 0.000000 -0.045765 0.048375 0.000000 0.648279 0.982202 1.616000 -1.585596 -0.001994
32  379.553228 1151.857231 0.830000 -0.242840 -1.459556 0.000000 0.008422 -0.281969 0.000000 0.769532 0.919155 1.821000 -2.033060 0.019383
33  396.613281 1166.465189 0.506562 -0.538673 -0.321651 0.033039 -0.086640 -0.081326 0.005248 1.983784 0.728719 1.088000 -0.447031 -0.007674
34  376.294989 1147.196469 0.810857 -1.233296 -0.388380 -0.004841 -0.317304 -0.047216 -0.005934 0.833656 0.479062 1.716300 -2.031990 0.015490
35  416.692079 1194.384803 1.137154 -0.797150 0.312647 0.157330 -0.126349 0.098466 0.024991 0.906320 0.890466 1.697000 2.732839 0.000221
36  389.967297 1149.637673 0.474784 -0.027443 0.011050 0.052364 0.010755 0.018510 0.008248 2.060871 0.647987 1.081000 -0.351521 0.016985
38  391.246680 1151.423625 0.456379 0.044900 -0.140951 -0.000703 0.130544 -0.081400 0.006170 1.972787 0.858891 1.107790 -0.457488 -0.043057
39  385.768708 1139.964796 0.579289 -0.168551 0.353683 0.039332 -0.010024 0.115627 0.006248 1.849756 0.774504 0.885000 -0.324355 0.002577
40  403.804282 1193.310905 0.973020 2.203843 -0.146766 0.211546 0.329799 -0.049950 0.054473 0.751118 0.947713 1.604000 -0.059815 0.027269
41  360.771403 1129.244396 0.653803 0.192573 0.602325 0.079514 -0.051420 0.136645 0.016675 2.300494 4.862151 1.736000 -0.540814 -0.056460
42  400.185358 1171.638882 0.658629 -0.270309 0.218747 0.053047 -0.041534 0.055383 0.008496 2.014659 0.650142 1.078000 -0.328653 -0.010907
43  395.450309 1160.563810 0.558289 -0.212037 -0.018343 0.039332 -0.055516 0.010580 0.006248 1.855563 0.676458 1.110000 -0.432894 0.003853
44  398.232587 1109.410238 1.788000 -0.819682 -1.115217 0.000000 -0.015878 -0.269682 0.000000 2.803315 4.006854 2.916000 2.694573 0.026751
45  398.270867 1166.121320 0.592836 -0.201865 0.050643 0.026746 -0.082373 0.015890 0.004248 1.936474 0.664478 1.104000 -0.422665 0.004461
46  350.632109 1126.745491 0.848880 0.101743 0.868215 0.138315 0.038914 0.317802 0.013680 1.621502 4.599041 1.581000 -0.350717 -0.001476
47  389.408440 1122.383856 0.744001 -0.721601 0.908370 -0.039510 -0.146809 0.247229 -0.002698 0.512875 0.798005 1.868300 0.776463 1.204607
48  376.025342 1147.168584 0.776063 0.059792 -0.716172 0.127990 -0.000304 -0.134773 0.018516 0.833834 0.785747 1.744700 -2.047854 0.021340
49  389.196626 1116.651306 0.981393 -0.331307 0.440305 0.092625 -0.121537 -0.059779 0.026688 0.684880 0.837710 1.797130 -1.972414 0.039652
50  408.971135 1191.834935 0.690289 -0.217649 0.119832 0.039332 -0.063705 0.018620 0.006248 0.444016 0.228295 0.693000 -0.420362 0.014923
51  378.692396 1152.151887 0.884902 -0.145439 -0.138276 0.050191 0.008640 -0.076478 0.002319 0.793435 0.853102 1.708550 -1.915107 0.020237
53  387.729921 1136.008977 0.980000 -0.547607 -3.104276 0.000000 -0.012899 -0.503004 0.000000 1.809197 4.510282 2.059000 -1.950560 0.016183
54  418.342213 1191.650087 1.173741 -0.817438 0.240597 0.051919 -0.125744 0.063213 0.008247 0.904802 1.075738 1.937000 2.862184 0.018690
55  370.376962 1128.919790 0.737624 0.608540 0.778815 0.037825 0.156523 0.288765 0.013280 0.880789 0.593747 1.730000 -1.771045 0.046868
56  388.289932 1221.331429 2.056842 -0.421793 -0.260997 0.126862 -0.001000 -0.031282 0.027998 0.973279 1.065604 1.827000 -3.041453 0.010431
57  389.971903 1120.053676 0.800855 -0.245425 0.038528 -0.107898 0.026363 0.072885 -0.024623 0.562220 1.050612 1.974800 -2.067114 -0.036032
58  384.917669 1202.553170 1.753982 -0.903020 1.118599 0.135088 -0.186800 0.162241 0.024948 0.842815 0.844630 1.809000 2.241471 0.010166
59  407.983754 1163.681167 0.549579 0.879742 0.632412 -0.242956 0.221182 0.121104 -0.055274 0.619450 0.834785 1.605900 -1.393370 -0.655010
60  407.771021 1163.266667 0.733914 -0.069653 -0.147061 0.283244 -0.022883 -0.079457 0.062511 0.630227 0.780984 1.411100 -0.605575 0.638415
61  408.109574 1190.929647 0.788262 0.224937 0.062551 0.062932 0.075499 -0.031304 0.009996 1.928650 0.457433 1.051000 -0.417991 -0.007814
62  391.642747 1151.252750 0.554198 0.445429 -0.186057 0.079368 0.084886 -0.038569 0.006325 2.020858 0.782722 1.109210 -0.413003 0.000894
63  416.166724 1192.710485 1.057577 -0.821068 0.539017 0.078665 -0.052871 0.135828 0.012495 1.008810 0.911155 1.568000 2.935463 0.009135
64  399.541761 1171.675016 0.602405 0.309794 -0.938357 0.056423 0.061699 -0.211351 0.012452 2.052241 0.670491 1.031000 -0.320394 -0.011570
65  397.408533 1164.028519 0.588289 0.149905 -0.220304 0.039332 0.039314 -0.013124 0.006248 2.020697 0.672799 1.100000 -0.434071 0.018468
66  398.352320 1138.335534 0.738000 -1.261281 -3.908731 0.000000 -0.172943 -0.686819 0.000000 1.730378 4.870541 1.957000 -1.863212 0.024957
67  393.896776 1159.308475 0.557550 -1.426090 -2.652381 0.105621 -0.094737 -0.438251 0.026619 1.975536 0.714056 1.117910 -0.393157 0.007387
68  393.368961 1154.656741 0.540127 0.080064 -0.017387 0.044497 0.088108 -0.028750 0.006998 1.909717 0.689893 1.106000 -0.448026 -0.003990
69  398.363018 1170.173169 0.544861 -0.359920 -0.141874 0.031522 0.068143 -0.064616 0.009195 1.905924 0.581814 1.137090 -0.364177 -0.001133

4 71 1532402929.197353
3  353.965525 1131.471628 0.655731 0.403675 -0.517531 0.032537 0.147369 0.068916 0.004732 2.399128 4.714884 1.573000 -0.498939 -0.054546
4  376.714568 1160.484107 1.018846 0.331489 1.175112 0.028873 -0.037545 0.145873 -0.002714 0.726031 0.798792 1.637000 1.149345 0.020357
5  409.932052 1196.842353 0.761459 0.104508 -0.343051 0.045269 0.014828 -0.187342 0.000161 0.430400 0.362498 0.794000 -2.043933 -0.011864
6  372.587518 1129.519025 0.827602 0.532621 0.361062 0.190514 0.128761 0.055962 0.057935 0.741124 1.037079 1.714712 -0.150013 0.072944
7  378.078674 1149.416487 0.918992 -0.620529 -0.735359 0.101705 -0.164063 0.052010 0.031652 0.748440 0.596924 1.839000 -2.029862 -0.012851
9  394.118242 1121.615578 0.621701 -1.348302 -0.436977 0.070810 -0.250733 -0.158685 0.011937 0.635745 0.636164 1.609000 3.060722 -0.042805
10  394.983020 1158.638202 0.586017 0.118817 -0.072883 0.063615 -0.012653 -0.018396 0.010468 2.062922 0.666225 1.149000 -0.428535 0.002658
11  407.703757 1190.960922 0.833058 -1.076700 0.038183 0.054236 -0.279363 -0.004131 0.005596 1.789576 0.582056 1.053800 -0.436407 -0.003613
12  415.378206 1194.351187 1.147756 -1.445974 0.699765 0.088956 -0.267343 0.154179 0.010235 1.089994 0.905717 1.670000 2.891929 0.052782
13  423.039503 1165.550845 1.109000 -0.176370 -1.263019 0.000000 -0.029681 -0.248348 0.000000 0.937935 0.884695 1.835000 -1.842609 0.001748
14  357.896808 1143.817506 0.781372 1.214225 -0.417813 -0.009839 0.196660 -0.072941 0.002919 0.809270 0.726463 1.835000 -0.395049 -0.000640
16  393.944736 1156.347413 0.545516 -0.051500 -0.175893 0.035334 -0.038926 0.011939 0.005842 2.032944 0.654182 1.131000 -0.412416 -0.024163
17  392.808085 1146.926898 0.815227 -0.449551 -1.742744 0.048061 -0.102167 -0.358760 0.007993 1.789436 4.016512 1.631000 -1.982436 0.015194
18  372.332889 1129.068176 0.726305 -0.815483 0.016929 -0.032994 -0.182895 0.069942 -0.031073 0.864353 1.126200 1.719288 -0.232528 0.015871
19  409.938017 1163.631372 1.623000 -0.013206 -0.722815 0.000000 -0.010602 -0.154818 0.000000 2.879594 10.172598 3.595000 -1.892762 0.010181
20  391.565834 1105.685066 0.631454 -0.610040 1.708301 -0.485760 -0.381760 0.605772 -0.148828 2.043268 3.825340 1.869700 -0.169372 -1.588924
21  391.134933 1119.021996 0.964115 -0.058331 -0.187037 -0.031606 -0.009553 0.063621 -0.005273 0.660638 0.690134 1.835000 -2.043213 0.012468
22  387.765660 1143.735291 0.607052 0.648275 -0.103716 0.064171 0.112171 -0.175040 0.010638 1.871337 0.659520 0.962000 -0.349366 0.022489
23  392.382767 1153.339359 0.544227 -0.097285 0.245641 0.048061 -0.064152 0.095608 0.007993 1.941963 0.814130 1.100000 -0.386917 0.019989
24  396.268825 1164.414652 0.506527 -0.011239 -0.360356 0.053146 -0.035775 -0.029152 0.009576 1.939918 0.817270 1.245000 -0.373331 0.007476
25  400.961849 1173.309700 0.578016 -0.334766 -0.095405 0.059820 -0.067142 -0.081269 0.004532 0.454501 0.342081 0.720000 -1.221523 -0.006719
26  398.753074 1168.033765 0.608314 -0.054430 0.038528 0.040196 -0.030734 -0.056015 0.006798 2.028515 0.770087 1.092000 -0.354057 0.038504
29  384.269091 1208.277320 1.987568 1.049410 -1.045460 0.046175 0.184839 -0.088971 0.000164 0.900231 0.822582 1.749000 -1.034168 0.008645
30  386.972798 1141.882329 0.584605 0.096536 0.183913 0.027089 -0.022417 0.037168 0.004393 1.934202 0.814347 0.921000 -0.340513 0.024900
31  410.513371 1166.280234 2.295000 -0.102316 0.089143 0.000000 -0.006449 -0.009825 0.000000 0.653567 0.919357 1.616000 -1.617116 -0.020177
32  379.114718 1151.210410 0.830000 -0.616346 -1.420289 0.000000 -0.109128 -0.225932 0.000000 0.767273 0.877384 1.821000 -2.042284 0.008124
33  396.870134 1166.593031 0.528351 0.065508 0.002871 0.040371 0.114854 0.032308 0.006714 2.006924 0.697043 1.088000 -0.403082 0.020787
34  375.197284 1146.507635 0.806135 -1.868138 -0.983379 -0.008781 -0.465571 -0.225053 -0.006238 0.823511 0.529125 1.731210 -2.067177 -0.010077
35  416.066376 1194.936747 1.154918 -1.092266 0.800944 0.090539 -0.198561 0.235132 0.000321 0.898668 0.903905 1.697000 2.736144 0.002124
36  389.929934 1149.618377 0.509017 -0.053228 -0.014514 0.063615 0.001059 0.007678 0.010468 2.028391 0.673281 1.081000 -0.304283 0.040072
38  390.771494 1151.314430 0.504375 -0.516939 -0.203504 0.057739 -0.064595 -0.088219 0.023400 1.947708 0.777097 1.097353 -0.428671 -0.013085
39  386.036381 1139.630108 0.605227 0.245518 -0.227384 0.048061 0.120399 -0.083178 0.007993 1.873298 0.693036 0.885000 -0.343143 -0.009382
40  405.218495 1193.229812 1.098911 2.642435 -0.166218 0.246651 0.415049 -0.048242 0.056933 0.736772 0.996487 1.604000 -0.095155 -0.001893
41  361.216413 1128.784176 0.740542 0.563129 -0.200434 0.134817 0.063458 -0.115877 0.030295 2.136980 4.761706 1.736000 -0.408225 0.030910
42  400.533849 1171.903854 0.693052 0.292995 0.414280 0.064171 0.140230 0.107630 0.010638 2.049876 0.678473 1.078000 -0.359702 -0.026158
43  395.347599 1160.481996 0.584227 -0.219648 -0.102112 0.048061 -0.049257 -0.017135 0.007993 1.877022 0.704797 1.110000 -0.420837 0.009889
44  398.468207 1109.724324 1.788000 -0.116771 -0.222090 0.000000 0.190214 0.028299 0.000000 2.994588 4.032299 2.916000 2.703901 0.024562
45  398.165256 1165.878499 0.609615 -0.224406 -0.263205 0.031664 -0.076588 -0.084254 0.005119 1.914199 0.745393 1.104000 -0.409601 0.010916
46  350.229824 1127.265688 0.847911 -0.385827 1.035071 0.064689 -0.108079 0.320172 -0.009647 1.616777 4.649242 1.581000 -0.423850 -0.040817
47  389.258855 1122.907254 0.762283 -0.523963 1.040806 0.001521 -0.068256 0.249836 0.009588 0.563530 0.832475 1.834910 2.485587 1.806523
48  376.446242 1145.524459 0.832043 0.522228 -2.265340 0.122401 0.143662 -0.595958 0.013899 0.742021 0.869127 1.729790 -2.091145 -0.010794
49  388.578122 1115.124251 1.038881 -0.855163 -1.487013 0.110976 -0.255823 -0.609907 0.028145 0.660245 0.827585 1.800091 -2.031528 -0.003231
50  409.022341 1191.923403 0.716227 -0.041581 0.157506 0.048061 0.000990 0.027452 0.007993 0.393918 0.325449 0.693000 -0.440997 -0.001807
51  377.710402 1150.515177 0.800866 -1.219210 -2.008026 -0.078366 -0.326879 -0.646492 -0.038051 0.839643 0.820930 1.707785 -1.970971 -0.019058
53  386.990297 1134.305000 1.022996 -1.101631 -3.389249 0.050852 -0.183317 -0.513530 0.015826 1.797676 4.459623 2.059000 -1.928378 0.024583
54  417.567463 1191.806789 1.208840 -1.276731 0.296774 0.064458 -0.249144 0.070874 0.010868 0.974418 1.095641 1.937000 2.880712 0.024168
55  370.510590 1128.383586 0.818652 0.457462 -0.169322 0.108907 0.090063 -0.027927 0.031967 0.828665 0.566347 1.730000 -1.781975 0.028212
56  386.835137 1222.583932 2.030563 -1.782543 1.244025 0.035208 -0.395245 0.409449 -0.002618 0.974467 1.250831 1.827000 -3.009631 0.025311
57  389.819036 1120.125113 0.835029 -0.272685 0.112200 -0.017008 0.014644 0.083693 0.005293 0.638939 0.988086 1.957160 -1.991263 0.014963
58  384.454651 1203.044661 1.772056 -0.955564 1.072489 0.081790 -0.174125 0.122680 0.004484 0.741240 0.872409 1.809000 2.276936 0.028269
59  407.799017 1163.594428 0.519839 0.186948 0.181119 -0.145956 -0.028798 -0.038165 -0.016497 0.615904 0.862133 1.503630 -1.822533 -0.715836
60  407.744764 1162.854132 0.794678 -0.064254 -0.564374 0.200624 -0.017647 -0.196985 0.027085 0.650338 0.711696 1.513370 -0.182090 0.700795
61  408.635056 1190.744123 0.849542 0.729038 -0.200211 0.100290 0.220652 -0.108215 0.020069 1.938236 0.491353 1.052200 -0.401659 0.004239
62  391.815436 1151.303167 0.579578 0.403984 -0.024439 0.063809 0.058797 0.017723 0.000500 1.983815 0.782207 1.119647 -0.391291 0.013561
63  415.414772 1192.627827 1.109455 -1.236355 0.150716 0.096122 -0.173900 -0.006124 0.015987 1.008819 0.927500 1.568000 2.972714 0.028607
64  399.185123 1171.961080 0.654594 -0.282340 -0.089096 0.087373 -0.132171 0.085796 0.020150 2.050422 0.672302 1.031000 -0.333563 -0.015973
65  397.349682 1164.152971 0.614227 -0.000187 0.054303 0.048061 -0.013507 0.074378 0.007993 2.037466 0.656664 1.100000 -0.470225 -0.008561
66  397.565886 1136.262672 0.738000 -1.481936 -4.192510 0.000000 -0.214741 -0.668409 0.000000 1.777791 4.830876 1.957000 -1.832819 0.035638
67  393.713207 1158.856511 0.577433 -0.820409 -1.710195 0.072205 0.108483 -0.076926 0.012083 1.976801 0.696566 1.107137 -0.373436 0.016937
68  392.369919 1154.923558 0.533055 -1.130792 0.302573 0.011287 -0.302423 0.075295 -0.004425 1.886157 0.701497 1.107800 -0.429747 0.008085
69  398.863569 1170.267165 0.584483 0.458570 0.039868 0.061649 0.312282 0.001986 0.017142 1.859504 0.582500 1.145763 -0.404796 -0.024991
70  373.157902 1130.962237 0.828553 -0.052974 0.017958 0.015346 0.014116 0.026331 0.002471 0.579882 0.764700 1.642000 -0.357404 0.042613
72  361.074874 1123.882907 0.294927 0.443891 -0.117474 0.114921 0.175403 -0.079906 0.022935 0.864387 0.261091 0.761000 -0.450410 -0.000031
75  395.853312 1104.412168 0.752312 0.451525 -0.556337 0.019007 0.096259 -0.107144 0.003015 2.065129 0.430812 1.221000 -1.399119 0.024823
76  372.290955 1140.964847 0.736179 -0.396021 -1.313039 0.144665 -0.030206 -0.293873 0.036279 0.646532 0.775193 1.656000 -2.182845 -0.011547
77  390.103492 1115.775463 0.870133 0.380133 -0.299237 -0.087015 0.017184 -0.070917 -0.013114 0.578262 0.885120 1.783030 -2.033908 0.033510
79  395.734589 1162.813036 0.544015 -1.043357 0.691040 -0.019011 -0.248714 0.148352 -0.007492 2.116961 0.674660 1.127900 -0.434602 0.042091
80  397.670204 1168.497636 0.560920 -0.044385 0.173659 0.040540 0.004067 0.044304 0.006674 1.756195 0.714500 1.089000 -0.435321 -0.014477
82  399.754200 1170.281493 0.677489 0.173618 0.700671 0.075437 0.023605 0.158248 0.012107 2.004405 0.648526 1.107000 -0.362368 -0.001020
83  394.857919 1160.485117 0.490676 -0.160739 -1.311300 0.031574 0.010499 -0.122606 0.004076 2.055700 0.782275 1.139180 -0.393464 0.001366
84  360.714281 1123.188569 0.835440 2.287439 0.990825 0.112029 0.430674 0.107650 0.018037 1.714405 4.531743 1.441000 -0.500804 -0.014258

5 82 1532402929.697797
3  354.204449 1131.229892 0.673199 0.477425 -0.483042 0.034905 0.147369 0.068916 0.004732 2.399128 4.714884 1.573000 -0.526236 -0.054546
4  376.871006 1160.805135 1.048369 0.312639 0.889468 0.046126 -0.037567 0.014464 0.004105 0.720381 0.805192 1.637000 1.148130 0.013047
5  410.122158 1196.731674 0.760028 0.270341 -0.309314 0.016849 0.072871 -0.140629 -0.010282 0.428304 0.289760 0.794000 -2.054920 -0.015101
6  372.452312 1129.577635 0.747758 0.122720 0.240322 0.012181 -0.035212 0.004542 -0.013735 0.818669 0.954472 1.717798 -0.306197 -0.040610
7  377.716008 1148.683176 0.875144 -0.715672 -1.156280 -0.003750 -0.168840 -0.111754 -0.012791 0.719665 0.654582 1.839000 -2.018179 -0.001238
9  393.563212 1122.472151 0.660018 -1.255950 0.814350 0.076654 -0.171373 0.326133 0.011890 0.664202 0.635770 1.609000 2.972429 -0.085136
10  394.775371 1158.665427 0.620925 -0.199329 -0.001394 0.069385 -0.126902 0.011171 0.010663 2.043852 0.688927 1.149000 -0.388150 0.027696
11  408.068387 1190.739967 0.869655 -0.066528 -0.246267 0.066551 0.141993 -0.107597 0.009082 1.780078 0.621578 1.052960 -0.411237 0.013683
12  414.930490 1194.083091 1.218970 -1.174708 0.000874 0.122589 -0.118929 -0.130168 0.020682 0.999899 0.927771 1.670000 2.980849 0.092854
13  422.967003 1164.524882 1.109000 -0.163820 -1.779160 0.000000 -0.019640 -0.391926 0.000000 0.913567 0.897277 1.835000 -1.814970 0.018907
14  358.489089 1143.145499 0.799427 1.242012 -0.940290 0.015938 0.172244 -0.240937 0.011325 0.748393 0.758833 1.835000 -0.332292 0.036532
16  393.909214 1156.262378 0.564662 -0.070980 -0.169918 0.038258 -0.038926 0.011939 0.005842 2.032944 0.654182 1.131000 -0.424508 -0.024163
17  392.369395 1146.212377 0.841040 -0.722929 -1.629923 0.051777 -0.183600 -0.251638 0.007889 1.801272 4.005517 1.631000 -1.981769 0.010747
18  372.305823 1128.899455 0.897514 -0.440496 -0.160875 0.165129 -0.021626 -0.003623 0.042791 0.798971 1.341703 1.716202 -0.224466 0.015941
