1 0 1535385092.150099

2 0 1535385092.700299

3 30 1535385093.200183
3  1812.531550 875.966670 0.717703 1.230358 0.206142 0.011285 0.269172 0.086839 0.002482 1.865542 4.991403 1.499000 -3.075938 -0.001672
4  1817.695418 875.334880 0.936000 -0.166746 -0.582778 0.000000 -0.001924 -0.087174 0.000000 2.014037 4.612426 1.698000 -3.097700 -0.007405
5  1875.631281 875.987390 0.975391 1.676258 0.457811 0.047189 0.351323 -0.034456 0.009841 1.204230 4.017894 1.481000 -2.969051 0.057515
6  1775.434965 858.130063 1.128147 -0.185274 -0.433999 0.114694 0.000206 -0.089503 0.016261 1.991665 4.945932 1.673000 1.558190 -0.027579
7  1831.069488 875.284145 1.244540 0.597794 0.085794 -0.017467 0.095371 0.056654 -0.002768 2.167744 5.665352 2.301000 -3.016641 -0.005712
8  1805.043452 875.139308 0.631365 0.517042 -0.518817 -0.028048 0.112616 -0.154651 -0.004555 1.730098 4.801781 1.456000 2.695653 1.498780
9  1772.448859 858.642081 1.182715 -0.530668 -0.331934 0.006976 -0.134375 -0.071583 0.001086 1.905429 5.324737 1.715000 -1.564917 0.001990
10  1723.729467 858.537567 1.391534 0.426065 0.030303 0.040127 0.081924 0.004325 0.006327 1.025765 0.803115 1.911000 1.779317 0.045759
11  1792.024611 858.972799 1.049729 0.107197 -0.504226 -0.056096 0.040358 -0.159695 -0.009111 1.893985 4.578785 1.561000 1.627294 -0.011927
13  1823.540234 876.288175 0.961079 -1.329159 0.931568 -0.021072 -0.365139 0.142598 -0.003469 2.086917 5.178046 1.829000 -3.134430 -0.021519
14  1761.822310 858.047850 0.994217 -0.326731 -0.188281 0.016702 -0.078432 -0.021427 0.002687 1.857632 4.378467 1.473000 1.608958 -0.028980
15  1751.334707 856.893964 1.271373 0.582033 -0.262921 -0.029342 0.130246 -0.081314 -0.006454 2.103998 5.417471 1.914000 -1.645836 -0.044718
16  1767.386971 845.537278 0.920795 0.407659 0.297498 0.019185 0.132095 0.057402 0.004220 2.203528 4.334384 1.650000 1.588458 -0.013645
17  1794.855974 859.945880 1.047913 0.389700 0.301623 -0.017830 0.087805 0.051299 -0.002936 2.037070 4.198848 1.485000 1.604478 -0.011579
18  1786.160134 858.631727 1.115964 0.207503 0.126932 0.087243 0.035599 0.021328 0.013989 2.076193 4.493346 1.720000 -1.585169 -0.015952
19  1783.108957 858.879027 1.103887 -0.226928 -0.261577 0.009355 -0.003873 -0.099672 0.000354 2.047914 4.469870 1.712000 -1.529464 -0.014775
20  1723.049003 880.225252 0.901085 -1.331700 -1.789955 0.011920 -0.251969 -0.375214 0.001830 1.745703 4.682959 1.921000 -1.853135 -0.033212
22  1807.209953 858.202514 1.066000 0.425245 -2.448350 0.000000 0.090013 -0.351909 0.000000 2.173770 4.627997 1.758000 -1.346691 -0.055732
23  1778.232342 857.846152 1.175817 0.138038 -0.206360 0.074067 0.048452 -0.071305 0.007325 2.024998 4.801588 1.831000 -1.485821 0.029118
24  1841.059840 860.188725 1.204342 -0.050915 -0.838803 0.041070 0.007891 -0.202007 0.006524 1.925599 4.356906 1.766000 1.659717 0.014613
25  1789.506281 858.784291 1.078887 0.365187 -0.046517 -0.041656 0.100537 -0.019843 -0.011852 2.064258 5.041825 1.692000 -1.536435 -0.008452
