40
1  21  1538448744.447639
1871.025039 2484.322483 2.297763
1  1900.898838 2499.794979 1.040000  1.798043 4.388159 1.617000  -0.785407
2  1916.030222 2466.895213 1.443000  1.923610 4.752425 1.756000  -0.854612
3  1843.746000 2539.496611 -0.551000  1.897800 5.676613 1.998000  -0.965676
4  1870.035553 2475.822426 1.039000  0.672366 0.552621 1.715000  2.231867
5  1866.078010 2480.916452 0.817000  0.847954 0.656406 1.658000  2.312069
6  1903.826097 2454.012634 2.215000  1.775493 4.412291 1.578000  2.274536
7  1855.824837 2493.253992 0.267000  0.881289 0.659604 1.658000  2.290205
8  1886.358259 2454.433845 1.962000  1.809530 0.609615 0.994000  0.889002
9  1918.007486 2509.888022 1.590000  3.081449 6.688637 2.217000  -1.797336
10  1912.763727 2505.418002 1.590000  2.902304 6.855313 2.217000  -1.747065
11  1873.493679 2506.290411 1.517000  2.826501 12.854603 4.581000  -0.781663
12  1896.670542 2455.660900 2.158000  2.072141 4.178922 1.754000  2.342570
13  1857.134773 2518.138695 -0.357000  1.604232 4.317400 1.474000  -0.820531
14  1877.587729 2506.899551 0.051000  1.797593 4.363075 1.704000  -0.802483
15  1924.045134 2503.688359 1.421000  1.495623 4.478242 1.591000  -0.944356
16  1868.141203 2506.140036 0.112000  1.911127 4.488537 1.527000  -0.778335
17  1909.823697 2491.288137 1.248000  2.000543 4.596914 1.865000  -0.826066
18  1930.016069 2424.211758 3.229000  1.954489 4.494382 1.627000  2.335937
19  1860.105940 2488.725269 0.617000  0.895451 0.663882 1.658000  2.266897
20  1859.307672 2487.485543 0.477000  0.803895 0.625044 1.658000  2.255083
21  1909.407526 2511.093261 0.965000  2.574520 5.831051 2.000000  -1.876950

2  22  1538448745.047596
1866.007521 2490.110455 2.283708
1  1901.861160 2499.668961 1.240000  2.141486 4.390698 1.617000  -0.846031
2  1921.013357 2461.801478 2.043000  2.495324 3.966605 1.756000  -0.925442
3  1847.649620 2533.074081 -0.252000  2.043540 5.947845 1.998000  -0.843175
4  1869.174507 2476.783257 1.389000  0.735185 0.828533 1.715000  2.191207
5  1865.740056 2481.884122 1.031000  0.833774 0.690719 1.658000  2.235044
6  1898.008218 2460.684773 2.156000  1.536823 4.389205 1.578000  2.344272
7  1855.282727 2493.974380 0.467000  1.019146 0.703723 1.658000  2.228719
8  1806.830684 2560.971480 -0.854000  2.812791 4.936838 2.124000  2.145502
9  1887.120584 2455.066346 2.234000  1.616529 0.695574 0.994000  0.806908
10  1834.984115 2531.348190 -0.600000  1.887825 5.118809 1.626000  2.189048
11  1876.706419 2503.873358 1.833000  2.577796 12.885706 4.581000  -0.744925
12  1892.328924 2461.629671 2.146000  2.205037 4.286956 1.754000  2.319470
13  1862.644371 2512.217690 0.166000  1.721599 4.565005 1.474000  -0.807250
14  1873.030814 2515.070650 1.315000  0.422857 0.383127 2.000000  2.424663
15  1876.948756 2506.902002 0.294000  1.789886 4.363299 1.704000  -0.671893
16  1872.891860 2500.785038 0.496000  1.917360 4.542524 1.527000  -0.770841
17  1814.635285 2566.777358 -0.995000  1.290499 4.599379 1.800000  -1.532508
18  1924.199255 2431.996642 3.240000  1.562844 4.375568 1.627000  2.479140
19  1859.702834 2489.267156 0.667000  0.783019 0.712546 1.658000  2.221388
20  1858.748069 2488.791697 0.717000  0.747192 0.841176 1.658000  2.279128
21  1862.856728 2530.020916 -0.402000  0.388182 0.509427 1.784000  2.509353
22  1818.937108 2549.323292 -0.579000  1.754279 4.756825 1.794000  2.110977

3  21  1538448745.547460
1861.845227 2495.029090 2.275284
1  1901.250946 2499.817465 1.407000  1.943224 4.290448 1.617000  -0.829341
2  1851.341534 2528.487837 0.148000  1.991772 5.775563 1.998000  -0.782830
3  1869.143218 2477.192449 1.530000  0.803319 0.723543 1.715000  2.294143
4  1864.806568 2482.408825 1.210000  0.820726 0.829880 1.658000  2.278813
