3
1 1246 453 43 88 0
2 989 477 92 48 1
3 968 477 39 28 1

4
1 1295 448 56 106 0
2 1005 478 71 49 1
3 942 477 45 32 1
4 795 470 94 61 1

4
1 1356 441 77 133 0
2 992 478 69 50 1
3 902 477 52 37 1
4 713 468 119 78 1

4
1 1467 428 109 178 0
2 970 478 69 51 1
3 854 477 62 44 1
4 579 463 173 114 1

3
1 952 478 67 50 1
2 798 478 78 53 1
3 289 450 345 204 1

3
1 929 479 68 50 1
2 728 478 104 69 1
3 -46 434 345 318 1

2
1 899 479 68 50 1
2 604 477 159 101 1

2
1 874 479 67 50 1
2 297 476 342 195 1

7
1 857 479 67 50 1
2 418 476 210 71 1
3 60 483 346 145 1
4 564 479 78 47 1
5 976 475 110 68 1
6 1260 457 51 92 0
7 707 480 65 44 1

7
1 853 480 65 48 1
2 365 475 247 83 1
3 79 485 173 140 1
4 524 479 90 53 1
5 989 475 133 80 1
6 1322 454 62 107 0
7 674 480 78 52 1

6
1 860 479 65 49 1
2 302 474 291 98 1
3 489 479 105 59 1
4 1021 473 169 99 1
5 1424 448 79 130 0
6 653 480 92 60 1

6
1 863 479 62 46 1
2 211 472 354 119 1
3 445 479 122 67 1
4 1054 472 218 121 1
5 1543 441 105 158 0
6 623 480 109 70 1

4
1 101 470 431 144 1
2 394 478 141 76 1
3 1087 470 287 152 1
4 584 480 128 80 1

4
1 17 469 498 165 1
2 352 478 157 82 1
3 1115 468 354 181 1
4 554 480 143 88 1

4
1 -8 467 564 189 1
2 307 478 177 89 1
3 1154 466 455 221 1
4 523 480 161 97 1

4
1 11 465 607 208 1
2 269 478 194 95 1
3 1192 467 243 260 1
4 498 480 175 104 1

4
1 193 464 575 211 1
2 240 478 207 100 1
3 1223 465 299 299 1
4 465 480 206 109 1

4
1 347 463 530 204 1
2 212 478 219 104 1
3 1251 463 362 342 1
4 423 480 227 118 1

4
1 484 462 458 196 1
2 178 478 235 110 1
3 1286 467 254 205 1
4 370 480 255 130 1

4
1 663 463 333 166 1
2 141 478 252 115 1
3 1329 465 280 228 1
4 278 480 327 146 1

4
1 773 464 236 143 1
2 102 477 272 123 1
3 610 444 89 76 1
4 165 480 413 167 1

4
1 826 465 162 127 1
2 45 477 302 132 1
3 604 443 92 78 1
4 36 480 504 195 1

6
1 862 466 134 115 1
2 1025 474 77 62 1
3 -26 477 339 144 1
4 597 442 95 81 1
5 1502 461 99 95 1
6 3 480 483 234 1

5
1 880 468 118 100 1
2 1035 473 82 66 1
3 32 477 230 161 1
4 589 440 100 84 1
5 265 480 140 183 1

6
1 892 469 107 90 1
2 1045 473 89 70 1
3 41 477 146 134 1
4 577 438 105 88 1
5 1600 458 29 113 1
6 114 480 149 233 1

3
1 893 470 101 82 1
2 1057 472 98 76 1
3 561 436 112 93 1

3
1 888 470 92 76 1
2 1071 471 110 83 1
3 539 434 120 98 1

2
1 1089 470 127 93 1
2 512 430 131 105 1

2
1 1111 469 149 106 1
2 483 427 143 113 1

5
1 1305 450 193 95 1
2 1150 467 189 127 1
3 1032 460 121 89 1
4 438 421 163 125 1
5 1067 452 197 118 1

5
1 1350 446 231 108 1
2 1203 464 253 159 1
3 1047 457 143 102 1
4 385 414 187 140 1
5 1093 447 243 141 1

5
1 1416 441 163 126 1
2 1293 461 164 215 1
3 1072 454 174 119 1
4 314 404 224 161 1
5 1135 439 319 176 1

6
1 1512 443 119 118 1
2 429 463 138 86 1
3 296 449 118 162 1
4 1111 448 225 146 1
5 220 391 276 189 1
6 1204 427 221 237 1

5
1 364 460 165 99 1
2 -39 426 163 286 1
3 1167 438 316 191 1
4 71 370 363 233 1
5 1320 431 224 213 1

6
1 475 459 94 79 1
2 672 482 77 59 1
3 276 456 206 117 1
4 1263 421 240 279 1
5 75 336 274 303 1
6 1067 464 154 105 1

5
1 422 455 113 92 1
2 624 483 106 79 1
3 122 450 286 149 1
4 -25 354 215 267 1
5 1125 459 215 137 1

6
1 371 452 131 103 1
2 1050 471 142 86 1
3 544 483 155 111 1
4 -48 443 380 184 1
5 1007 458 91 82 1
6 1178 453 290 174 1

6
1 290 448 163 120 1
2 1088 469 180 104 1
3 311 485 318 197 1
4 31 445 163 171 1
5 1031 454 109 96 1
6 1292 443 231 257 1

6
1 1021 460 106 85 1
2 162 441 215 146 1
3 1131 466 244 132 1
4 993 466 98 69 1
5 34 491 326 290 1
6 1056 449 135 114 1

5
1 1053 457 129 99 1
2 -21 430 300 187 1
3 1212 460 369 183 1
4 1013 464 115 79 1
5 1103 442 176 141 1

