7
1 999 481 76 65 1
2 44 197 583 481 1
3 896 485 61 51 1
4 1353 484 112 33 1
5 831 476 12 31 0
6 981 461 54 62 1
7 719 454 74 69 1

7
1 1033 474 86 67 1
2 69 -35 487 919 1
3 907 485 62 46 1
4 1397 483 121 44 1
5 846 468 17 30 0
6 1001 463 64 61 1
7 711 466 82 80 1

8
1 1078 485 113 88 1
2 92 226 346 444 1
3 781 473 22 37 0
4 926 481 49 50 1
5 1457 484 138 45 1
6 866 479 26 46 0
7 1039 461 74 72 1
8 715 470 73 87 1

8
1 1131 488 145 105 1
2 795 471 18 42 0
3 943 479 54 40 1
4 1526 472 27 42 1
5 837 476 20 52 0
6 864 471 28 40 0
7 1055 465 79 72 1
8 711 466 84 90 1

9
1 1175 476 180 111 1
2 793 467 24 42 0
3 960 488 45 45 1
4 1597 481 24 53 1
5 844 478 16 56 0
6 883 470 30 52 0
7 1086 462 83 81 1
8 822 466 23 59 0
9 702 460 93 96 1

7
1 1223 478 204 127 1
2 804 467 31 43 0
3 844 465 28 53 0
4 908 472 25 61 0
5 1123 462 68 78 1
6 835 475 27 58 0
7 689 466 103 100 1

7
1 1282 469 242 145 1
2 811 479 25 58 0
3 862 477 27 54 0
4 921 475 29 65 0
5 1171 462 72 90 1
6 822 458 30 51 0
7 653 458 118 104 1

7
1 1324 473 288 162 1
2 819 473 23 64 0
3 870 468 23 64 0
4 928 478 36 72 0
5 1225 461 82 88 1
6 845 456 19 74 0
7 627 450 140 108 1

7
1 1379 478 135 158 1
2 839 474 33 62 0
3 889 468 28 64 0
4 964 468 46 89 0
5 1298 452 104 91 1
6 864 463 33 79 0
7 570 457 159 119 1

8
1 1427 471 135 160 1
2 847 470 46 72 0
3 697 484 29 78 0
4 908 469 42 87 0
5 991 470 57 103 0
6 1389 449 118 90 1
7 882 459 37 83 0
8 512 457 174 134 1

8
1 1473 473 155 162 1
2 874 468 39 75 0
3 691 466 42 92 0
4 934 465 33 90 0
5 1026 468 67 107 0
6 1506 456 133 103 1
7 906 456 31 84 0
8 443 452 197 148 1

6
1 911 471 39 87 0
2 704 467 51 103 0
3 979 456 45 96 0
4 1108 473 77 134 0
5 952 457 53 95 0
6 386 456 229 158 1

6
1 987 472 42 92 0
2 736 474 57 119 0
3 1056 454 36 110 0
4 1210 464 104 155 0
5 1016 455 46 103 0
6 319 441 249 177 1

6
1 1089 463 52 105 0
2 799 464 65 137 0
3 1168 456 54 121 0
4 1403 462 139 200 0
5 1127 443 53 116 0
6 266 443 283 189 1

5
1 1246 452 50 120 0
2 908 452 78 176 0
3 1337 462 60 141 0
4 1301 442 56 136 0
5 200 434 316 221 1

5
1 1469 455 65 155 0
2 1074 449 94 229 0
3 476 369 348 232 1
4 1537 434 79 166 0
5 176 434 332 231 1

4
1 1330 439 156 329 0
2 564 352 404 279 1
3 150 430 359 234 1
4 530 374 429 173 1

3
1 675 323 466 325 1
2 121 424 379 258 1
3 629 370 477 199 1

4
1 491 417 246 141 1
2 790 271 576 421 1
3 114 429 366 264 1
4 753 356 524 225 1

4
1 603 404 258 146 1
2 956 207 635 575 1
3 113 410 366 271 1
4 887 343 613 261 1

4
1 749 402 280 171 1
2 1198 229 266 548 1
3 169 410 340 293 1
4 1057 362 87 201 1

3
1 898 384 314 190 1
2 214 407 333 306 1
3 1249 351 111 228 1

3
1 1051 373 362 203 1
2 264 398 325 330 1
3 1473 320 134 274 1

2
1 1210 349 316 242 1
2 320 407 343 355 1

2
1 1417 372 136 203 1
2 349 391 384 397 1

1
1 371 381 404 424 1

1
1 402 381 422 435 1

1
1 451 388 409 425 1

1
1 507 396 406 415 1

1
1 528 390 396 403 1

1
1 530 385 390 401 1

1
1 504 393 382 405 1

1
1 445 390 404 404 1

1
1 314 398 469 410 1

1
1 170 384 544 425 1

1
1 13 382 621 442 1

1
1 145 367 432 483 1

1
1 -7 353 504 554 1

1
1 -15 343 438 472 1

